ext_acc_ratio,ext_acc_ratio_NNI,ext_acc_ratio_SPR,ext_N_accepted_NNI,ext_N_accepted_SPR,ext_N_total_NNI,ext_N_total_SPR,int_acc_ratio,int_N_accepted,int_N_total,log_P
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-110.70891665642131
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-109.11698726992425
0.2857142857142857,0.16666666666666666,1.0,1,1,6,1,0.9444444444444444,17,18,-108.88531624285038
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-107.0827703857453
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8888888888888888,16,18,-106.9811024595555
0.0,0.0,0.0,0,0,6,1,0.9444444444444444,17,18,-108.5662327397649
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8888888888888888,16,18,-106.70971075230642
0.42857142857142855,0.5,0.0,3,0,6,1,0.8888888888888888,16,18,-106.07070516042532
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.7222222222222222,13,18,-105.35278825031511
0.5714285714285714,0.6666666666666666,0.0,4,0,6,1,0.8888888888888888,16,18,-104.05591529560539
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-103.73428561276849
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-103.73770421544889
0.0,0.0,0.0,0,0,6,1,0.8333333333333334,15,18,-105.88306315085995
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8888888888888888,16,18,-104.29280428941375
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8888888888888888,16,18,-107.63256771131836
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.7777777777777778,14,18,-106.11709663102572
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-105.27423339876877
0.0,0.0,0.0,0,0,6,1,0.6666666666666666,12,18,-106.37568620823937
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-105.8920263635084
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-106.32679586228373
0.42857142857142855,0.5,0.0,3,0,6,1,0.7777777777777778,14,18,-105.42040129413492
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.7222222222222222,13,18,-107.14847590733704
0.42857142857142855,0.5,0.0,3,0,6,1,0.7777777777777778,14,18,-108.06547247849625
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8888888888888888,16,18,-105.87282840772049
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.7777777777777778,14,18,-106.32891973031525
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,1.0,18,18,-104.4871532613563
0.0,0.0,0.0,0,0,6,1,0.8333333333333334,15,18,-106.16462306216239
0.0,0.0,0.0,0,0,6,1,0.9444444444444444,17,18,-106.08498908968082
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-107.06471640899815
0.0,0.0,0.0,0,0,6,1,1.0,18,18,-107.82473843466012
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-105.88148754379958
0.2857142857142857,0.16666666666666666,1.0,1,1,6,1,0.8888888888888888,16,18,-106.50352936225183
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.7777777777777778,14,18,-104.06284715657638
0.0,0.0,0.0,0,0,6,1,0.8333333333333334,15,18,-104.21684937213566
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-107.87109184205492
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-109.58421473342582
0.0,0.0,0.0,0,0,6,1,0.8333333333333334,15,18,-108.37582367734144
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-107.737299470967
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-108.52285635965534
0.14285714285714285,0.0,1.0,0,1,6,1,0.8888888888888888,16,18,-105.49806321348075
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.9444444444444444,17,18,-108.01050747054852
0.14285714285714285,0.0,1.0,0,1,6,1,0.7222222222222222,13,18,-109.96668202597726
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-107.44764396977104
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-106.04030083262022
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-105.25208130104846
0.14285714285714285,0.0,1.0,0,1,6,1,0.7222222222222222,13,18,-102.75623968298832
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.7222222222222222,13,18,-104.83474641216608
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,1.0,18,18,-103.5929786908533
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.9444444444444444,17,18,-103.54844751137463
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-103.27284236762884
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-102.1788860512549
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.7777777777777778,14,18,-103.27380047797482
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.7777777777777778,14,18,-105.12801188364136
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.7777777777777778,14,18,-109.12952709233454
0.0,0.0,0.0,0,0,6,1,0.8333333333333334,15,18,-107.56315101744971
0.5714285714285714,0.5,1.0,3,1,6,1,0.8333333333333334,15,18,-109.94317770015178
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.7777777777777778,14,18,-110.56745171156638
0.42857142857142855,0.3333333333333333,1.0,2,1,6,1,0.7222222222222222,13,18,-111.46071508971521
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-112.31630866195759
0.0,0.0,0.0,0,0,6,1,0.9444444444444444,17,18,-112.06709386345673
0.14285714285714285,0.0,1.0,0,1,6,1,0.8888888888888888,16,18,-111.19671793874836
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-112.27655888704895
0.42857142857142855,0.3333333333333333,1.0,2,1,6,1,0.7777777777777778,14,18,-111.17599143630372
0.0,0.0,0.0,0,0,6,1,0.8333333333333334,15,18,-111.69264337722733
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-111.5440609435082
0.5714285714285714,0.5,1.0,3,1,6,1,0.8333333333333334,15,18,-111.42573727130153
0.2857142857142857,0.16666666666666666,1.0,1,1,6,1,0.8333333333333334,15,18,-112.50813973822294
0.14285714285714285,0.0,1.0,0,1,6,1,0.8888888888888888,16,18,-112.36283411094216
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-113.78492297434796
0.42857142857142855,0.5,0.0,3,0,6,1,0.8888888888888888,16,18,-108.78541818020098
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-107.95064248104725
0.0,0.0,0.0,0,0,6,1,0.8333333333333334,15,18,-102.72490854221735
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.7222222222222222,13,18,-102.98330261260544
0.42857142857142855,0.5,0.0,3,0,6,1,0.8333333333333334,15,18,-104.32324175486956
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-102.23998154600315
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-100.58604013391974
0.0,0.0,0.0,0,0,6,1,0.8333333333333334,15,18,-99.15790094126213
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-98.98149093901729
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-101.34059548446373
0.0,0.0,0.0,0,0,6,1,0.8333333333333334,15,18,-101.19602566570786
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-99.93899133096996
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8888888888888888,16,18,-101.98181927747612
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-101.02781128678643
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-101.73175180010604
0.0,0.0,0.0,0,0,6,1,0.8333333333333334,15,18,-101.54069693979417
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,1.0,18,18,-100.43430672430081
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.9444444444444444,17,18,-101.01141167498423
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-100.92148314422893
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-102.12776868295269
0.0,0.0,0.0,0,0,6,1,0.9444444444444444,17,18,-103.09730137966594
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.6111111111111112,11,18,-102.7127888324998
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8888888888888888,16,18,-104.99294815410394
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8333333333333334,15,18,-102.93024849517109
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-103.03821048149507
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.7777777777777778,14,18,-101.83791990947992
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8888888888888888,16,18,-102.45651305838254
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.7777777777777778,14,18,-104.75363712329742
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.9444444444444444,17,18,-104.2095971785428
0.0,0.0,0.0,0,0,6,1,0.7222222222222222,13,18,-105.23679976196951
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-105.62353870167317
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8333333333333334,15,18,-105.30713468714714
0.14285714285714285,0.0,1.0,0,1,6,1,0.7777777777777778,14,18,-106.69941435147577
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-105.98076939743201
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-105.31142342038238
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,1.0,18,18,-105.16154602555955
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-107.2350076649926
0.42857142857142855,0.3333333333333333,1.0,2,1,6,1,0.7222222222222222,13,18,-110.09317629086064
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-110.82473185907853
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-114.85338143588861
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-110.26159636578659
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-109.28720107279754
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-108.45051491261296
0.0,0.0,0.0,0,0,6,1,0.9444444444444444,17,18,-105.93003638025742
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-107.00648372436231
0.0,0.0,0.0,0,0,6,1,1.0,18,18,-108.0753806504282
0.0,0.0,0.0,0,0,6,1,0.7222222222222222,13,18,-107.2962033023651
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.7222222222222222,13,18,-107.86156178163954
0.0,0.0,0.0,0,0,6,1,0.8333333333333334,15,18,-108.49920715893367
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.9444444444444444,17,18,-107.79977634726956
0.0,0.0,0.0,0,0,6,1,0.9444444444444444,17,18,-108.9210863977872
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.7777777777777778,14,18,-106.3868691492323
0.0,0.0,0.0,0,0,6,1,0.9444444444444444,17,18,-103.80745749513387
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-102.74493236663622
0.2857142857142857,0.16666666666666666,1.0,1,1,6,1,0.8333333333333334,15,18,-104.8207874683277
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-105.13331507710542
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.7777777777777778,14,18,-105.30119018797501
0.0,0.0,0.0,0,0,6,1,0.7222222222222222,13,18,-104.93487827845621
0.42857142857142855,0.5,0.0,3,0,6,1,0.9444444444444444,17,18,-104.41713572235058
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-105.43346864717901
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8333333333333334,15,18,-103.19982092168972
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8888888888888888,16,18,-102.62765951874104
0.42857142857142855,0.5,0.0,3,0,6,1,0.8333333333333334,15,18,-101.86916162175673
0.42857142857142855,0.5,0.0,3,0,6,1,0.6666666666666666,12,18,-106.338839974128
0.42857142857142855,0.5,0.0,3,0,6,1,0.7777777777777778,14,18,-103.47050170802957
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-103.61745480695696
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8888888888888888,16,18,-102.86555152366032
0.2857142857142857,0.16666666666666666,1.0,1,1,6,1,0.8888888888888888,16,18,-102.18347435628951
0.42857142857142855,0.5,0.0,3,0,6,1,0.7222222222222222,13,18,-102.26973106071246
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-102.59286831977435
0.2857142857142857,0.16666666666666666,1.0,1,1,6,1,0.9444444444444444,17,18,-103.67727822559927
0.0,0.0,0.0,0,0,6,1,0.6666666666666666,12,18,-104.507630294603
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-106.0876334829186
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-106.02090328445375
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.7777777777777778,14,18,-104.91985307376612
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-103.62948853295707
0.14285714285714285,0.0,1.0,0,1,6,1,0.9444444444444444,17,18,-101.68126320917072
0.0,0.0,0.0,0,0,6,1,1.0,18,18,-103.49356270759245
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8888888888888888,16,18,-104.20634430482762
0.0,0.0,0.0,0,0,6,1,0.8333333333333334,15,18,-104.86907839647697
0.42857142857142855,0.5,0.0,3,0,6,1,0.9444444444444444,17,18,-104.32334235288299
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8888888888888888,16,18,-102.00557803922077
0.0,0.0,0.0,0,0,6,1,0.6111111111111112,11,18,-102.47064567908456
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.7222222222222222,13,18,-102.89236196413725
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-102.12421154998366
0.42857142857142855,0.3333333333333333,1.0,2,1,6,1,0.7777777777777778,14,18,-101.90051879836308
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-105.02638014399629
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-105.50608954526126
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-104.13592955479719
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-103.15954342523614
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8888888888888888,16,18,-104.5771535146631
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-105.52496873244625
0.14285714285714285,0.0,1.0,0,1,6,1,0.7777777777777778,14,18,-104.41041368216571
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-104.29530494479013
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8888888888888888,16,18,-104.62850363192051
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-103.0070988887541
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-101.21399749964007
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8333333333333334,15,18,-101.8017708449341
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-102.73417746266608
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-101.91277414642805
0.2857142857142857,0.16666666666666666,1.0,1,1,6,1,0.8333333333333334,15,18,-102.42872766039547
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-103.73761360411001
0.42857142857142855,0.3333333333333333,1.0,2,1,6,1,1.0,18,18,-103.88776622488086
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-103.24723859229844
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-102.88117306528252
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-103.35915751458847
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-101.33818089719557
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-102.09262330074672
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-100.40587376344176
0.2857142857142857,0.16666666666666666,1.0,1,1,6,1,0.7777777777777778,14,18,-103.65321449318847
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-101.95589715061652
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.5555555555555556,10,18,-103.05188470549642
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8888888888888888,16,18,-101.9181572456391
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-101.5266494306625
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-101.43013419726111
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-103.37915055219675
0.0,0.0,0.0,0,0,6,1,0.9444444444444444,17,18,-100.74067475375786
0.0,0.0,0.0,0,0,6,1,1.0,18,18,-102.187035163138
0.0,0.0,0.0,0,0,6,1,0.9444444444444444,17,18,-102.88525492449322
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-103.17777681360522
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-104.38975569863328
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-106.60811653946817
0.42857142857142855,0.3333333333333333,1.0,2,1,6,1,0.7222222222222222,13,18,-103.55279082184641
0.5714285714285714,0.6666666666666666,0.0,4,0,6,1,0.7777777777777778,14,18,-103.64631763478764
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-102.55236482772516
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-100.17137627654404
0.42857142857142855,0.3333333333333333,1.0,2,1,6,1,0.8333333333333334,15,18,-101.53751675591324
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-101.46442434531554
0.0,0.0,0.0,0,0,6,1,1.0,18,18,-100.86668165350594
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-102.95772720496548
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8333333333333334,15,18,-100.76118201333875
0.14285714285714285,0.0,1.0,0,1,6,1,0.9444444444444444,17,18,-103.8976435955849
0.42857142857142855,0.5,0.0,3,0,6,1,0.7222222222222222,13,18,-103.71405852881317
0.42857142857142855,0.5,0.0,3,0,6,1,0.8333333333333334,15,18,-101.24328525469336
0.14285714285714285,0.0,1.0,0,1,6,1,0.7222222222222222,13,18,-104.93144988726861
0.0,0.0,0.0,0,0,6,1,0.7222222222222222,13,18,-102.04741864421355
0.14285714285714285,0.0,1.0,0,1,6,1,0.7777777777777778,14,18,-101.14016602220484
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.7222222222222222,13,18,-100.621607237723
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-101.77158268438127
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.9444444444444444,17,18,-101.45617053317483
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.9444444444444444,17,18,-100.92343455934002
0.0,0.0,0.0,0,0,6,1,0.9444444444444444,17,18,-101.54399978954444
0.0,0.0,0.0,0,0,6,1,0.9444444444444444,17,18,-99.99119705946407
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-99.72210482373848
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.9444444444444444,17,18,-99.80620313546771
0.0,0.0,0.0,0,0,6,1,0.8333333333333334,15,18,-99.48792929118508
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-99.21563909476072
0.0,0.0,0.0,0,0,6,1,0.8333333333333334,15,18,-100.52347569093125
0.2857142857142857,0.16666666666666666,1.0,1,1,6,1,0.8333333333333334,15,18,-100.68917441952829
0.0,0.0,0.0,0,0,6,1,0.9444444444444444,17,18,-103.44974487665874
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.6111111111111112,11,18,-106.97981039526044
0.0,0.0,0.0,0,0,6,1,0.8333333333333334,15,18,-107.11291040167652
0.0,0.0,0.0,0,0,6,1,0.8888888888888888,16,18,-105.53488684395955
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8888888888888888,16,18,-102.93474541125215
0.2857142857142857,0.3333333333333333,0.0,2,0,6,1,0.8333333333333334,15,18,-105.49821996383149
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-105.55588396583113
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.9444444444444444,17,18,-104.9023791678696
0.42857142857142855,0.5,0.0,3,0,6,1,0.8888888888888888,16,18,-103.4143393333025
0.0,0.0,0.0,0,0,6,1,0.7777777777777778,14,18,-103.93912231735672
0.0,0.0,0.0,0,0,6,1,0.9444444444444444,17,18,-105.00026154179923
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.7777777777777778,14,18,-102.30362386048687
0.14285714285714285,0.16666666666666666,0.0,1,0,6,1,0.8333333333333334,15,18,-102.99381277601006
0.42857142857142855,0.3333333333333333,1.0,2,1,6,1,0.8888888888888888,16,18,-102.75333096466488
